URL,"Is it Drupal?","Detection Method"
http://1180espn.com/,No
http://920wgka.townhall.com/,No
http://957kboy.com,No
http://advancedproductiongroup.com,No
http://advertiserdemocrat.com,No
http://altiero.bravenet.com,No
http://amerrock.com,No
http://aonalbertgrubeninsuranceservice.visualnet.com,No
http://ATLroof.com,No
http://atnj0109.web.aplus.net,No
http://barra.hamgate.net,No
http://bbshrm.shrm.org,No
http://bcrbc.org,No
http://bmerc-www.bu.edu,No
http://boa-general.webagent4u.com,No
http://bogus.www.rcfl.org,No
http://boles.ednet10.net,No
http://book.bestwestern.com/bestwestern/productInfo.do?propertyCode=18028,No
http://boston.parenthood.com,No
http://brandywine.schoolfusion.us,No
http://brewerauto.com,No
http://brunswickga.org,No
http://brvconstruction.com,No
http://buildcardinal.com,No
http://butteralllawfirmllc.com,No
http://bwm-apex.com,No
http://c2ccleaning.com,No
http://carolinacabinet.net,No
http://cboa.govoffice.com,No
http://cbr.med.harvard.edu,No
http://centralnorthcarolina.redcross.org,No
http://centuryfordmtairy.dealerconnection.com/,No
http://ceq.eh.doe.gov,No
http://chartersecurity.com/,No
http://ci.la-mesa.ca.us,No
http://ci.monterey.ca.us,No
http://cicama.marketingpower.com/content14338.php,No
http://city.waynene.org,No
http://CityOfCortland.org,No
http://clarisnetworks.com/,No
http://co.dutchess.ny.us,No
http://cogg-simm.webagent4u.com,No
http://comcast.com,No
http://competitiveresources.net,No
http://connectoc.net,No
http://cos.ymcanwnc.org,No
http://crittendenrestaurants.com/,No
http://crown-ford.dealerconnection.com/,No
http://ctep.cancer.gov/reporting/cdus.html,No
http://curtishstoutinc.com,No
http://dealer2987.dealeron.com,No
http://dietzfutrell.webagent4u.com,No
http://dtzfhopartners.com/,No
http://EMSERVICELLC.COM,No
http://entropyfree.com,No
http://enviromfg.com,No
http://erpsurvival.com,No
http://esiliving.com/,No
http://fabto.org,No
http://fairmontsentinel.com,No
http://fannindel.esc8.net/,No
http://federaltimes.com/,No
http://finance.randstadusa.com,No
http://fitchtraining.com,No
http://flatheadbeacon.com,No
http://flexelinc.com/,No
http://flordlm.breonconfair.com,No
http://foundation.mwrif.org,No
http://fox40.trb.com/,No
http://ftp.mayco-mi.com,No
http://gamestop.com/,No
http://getpipeline.com,No
http://gknfreightservice.com,No
http://GlobalAtlantic.us,No
http://globalsearchpartners.com,No
http://goldleafplastics.com,No
http://gstes.com/,No
http://harmon.ie/,Yes,"Detected by the HTTP Headers"
http://heavenlytech.com,No
http://hra.ararental.org,No
http://icar.gmu.edu,Yes,"Detected by the HTTP Headers"
http://internationalsteelandsupply.com,No
http://java.sun.com,No
http://jensencorp.com,No
http://jhmi.edu,No
http://kdmerick.com/,No
http://kdnw.nwc.edu,No
http://ksfs.sfsu.edu,Yes,"Detected by the HTTP Headers"
http://kurodaautobody.com/,No
http://lafayette.govoffice.com,No
http://langstonlongley.com.myaasite.com,No
http://lbg-guyton.com,No
http://lifeafter50.com/,No
http://machaikdodgecj.com,No
http://mag.cmhmag.com,No
http://mambo.bergennews.com/,No
http://manaoradio.com,No
http://MARKETGROCERY.COM,No
http://mays.tamu.edu,No
http://mhs.wcpss.net,No
http://mi.floods.org,No
http://misdtx.schoolwires.com,No
http://MoneyShow.com,No
http://mountdora.govoffice2.com,No
http://mrainc.net,No
http://mxpi.com,No
http://nai-ames.com,No
http://nerium.com,No
http://news.iphoneworld.ca,No
http://newulm.govoffice.com,No
http://nfan.us,No
http://niagara-gazette.com/,No
http://nissan.endicottauto.com,No
http://northerntrucking.com,No
http://nrhs.nrsd.net,No
http://oldesandwichtowne.com,No
http://OleanWholesale.com,No
http://palisades.rotary5280.org,No
http://pbimedia-infotech.com,No
http://pearsall.k12.tx.us,No
http://planning.co.cuyahoga.oh.us,No
http://portal.ucpla.org,No
http://postnewsweek.com,No
http://prattnortham.thrivingdesigns.com,No
http://prevailhs.com/,No
http://privatefinancinggroup.com,No
http://processdev.com,No
http://publications.mediapost.com/,No
http://pushtoshock.com,No
http://rap4.com,No
http://rf-web.tamu.edu,No
http://rheaheraldnews.com/,No
http://rickseaney.com/,No
http://ricp.uis.edu,No
http://robert.fenderauto.com,No
http://rockboro.gti.net,No
http://rodriguezed.gamlsagent.com,No
http://romabank.com,No
http://ronlewisautomotive.com,No
http://rope.wlxc-fm.fimc.net/WLXC-UC.html,No
http://saicontractors.com,No
http://sawyer.fivestardealers.com,No
http://scalableinformatics.com,Yes,"Detected by the HTTP Headers"
http://searchcio.techtarget.com,No
http://sextonford.dealerconnection.com/staff/,No
http://shoes.com/,No
http://siliconpublishing.com,No
http://smartgrp.com,No
http://sperryfcu.com,No
http://sprague.wvi.com,No
http://ssmgroup.com,No
http://stavrosit.com,No
http://stayinventcentralpa.com,No
http://stewcap.com,No
http://stokkeriddet.com,No
http://ststephen.catholicweb.com,No
http://sudbury.k12.ma.us,No
